Site,Replicate,Season,Year,Nemertean,Donacidae,Dreissenidae,Mactridae,Mytilidae,Solenidae,Solecurtidae,Pharidae,Tellinidae,Veneridae,Ampharetidae,Bogueidae,Cossuridae,Cirratulidae,Capitellidae,Goniadidae,Hesionidae,Nephtyidae,Nereidae,Onuphidae,Orbiniidae,Phyllodocidae,Pilargidae,Pisionidae,Poecilochaetidae,Sabellaridae,Spionidae,Syllidae,Trochochaetidae,Tubificidae,Cypraeidae,Cochliopidae,Nassariidae,Neritidae,Olividae,Pyramidellidae,Anthuridae,Ancinidae,Leuconidae,Anamixidae,Ampeliscidae,Colomastigidae,Corophidae,Dexaminidae,Gammariidae,Haustoriidae,Ischyroceridae,Lysianassidae,Liljeborgiidae,Megaluropidae,Melitidae,Mysidae,Paguridae,Upogebiidae,Panopeidae,Peneaidae,Portunidae,Nematode,unknown amphipod,unknown decapod,unknown polychaete,Chironimidae,Anisoptera,Bug1,hipporiff,Coordinates (DMM),Temperature,Salinity,Salinity_class,Dissolved Oxygen,pH,abundance,richness,Site,Replicate,Season,Year,DF,SF,DS,H,PA,PR,OM,GC,FC,SC,PI,U,hippogriff,percent_clay,percent_silt,percent_sand
12,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.373',28.9,13.41,mesohaline,6.92,7.92,2,2,12,R3,Summer,2021,0,0,2,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
13,R1,Summer,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.408',30.9,16.77,mesohaline,10.14,8.68,4,4,13,R1,Summer,2021,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,99.9999102
13,R2,Summer,2021,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.408',30.9,16.77,mesohaline,10.14,8.68,3,3,13,R2,Summer,2021,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,99.9999102
13,R3,Summer,2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.408',30.9,16.77,mesohaline,10.14,8.68,7,4,13,R3,Summer,2021,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,99.9999102
14,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,N 29˚19.244' W -89˚50.230',30.4,16.63,mesohaline,9.52,8.65,3,3,14,R1,Summer,2021,2,0,0,0,0,1,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
14,R2,Summer,2021,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,N 29˚19.244' W -89˚50.230',30.4,16.63,mesohaline,9.52,8.65,9,7,14,R2,Summer,2021,1,3,1,0,0,2,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
14,R3,Summer,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,N 29˚19.244' W -89˚50.230',30.4,16.63,mesohaline,9.52,8.65,2,3,14,R3,Summer,2021,0,1,0,0,0,1,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
15,R1,Summer,2021,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.303' W -89˚58.595',30.2,14.65,mesohaline,6.98,8.58,8,7,15,R1,Summer,2021,3,3,0,0,0,1,1,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
15,R2,Summer,2021,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,N 29˚15.303' W -89˚58.595',30.2,14.65,mesohaline,6.98,8.58,22,11,15,R2,Summer,2021,9,3,0,0,0,6,2,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
15,R3,Summer,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.303' W -89˚58.595',30.2,14.65,mesohaline,6.98,8.58,3,3,15,R3,Summer,2021,2,1,0,0,0,0,0,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
1,R1,Fall,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚159.411' W -89˚50.408',26.6,20.72,polyhaline,6.81,8.37,1,,1,R1,Fall,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R2,Fall,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚159.411' W -89˚50.408',26.6,20.72,polyhaline,6.81,8.37,2,,1,R2,Fall,2021,0,0,0,0,0,1,1,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚159.411' W -89˚50.408',26.6,20.72,polyhaline,6.81,8.37,1,,1,R3,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
2,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,0,,2,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,0,,2,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,0,,2,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R4,Fall,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,2,,2,R4,Fall,2021,0,0,0,0,0,2,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R1,Fall,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,2,,3,R1,Fall,2021,0,1,0,1,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,0,,3,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,1,,3,R3,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R4,Fall,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,1,,3,R4,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
4,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.873' W -90˚06.523',25.1,3.29,oligohaline,7.72,8.1,3,,4,R1,Fall,2021,0,3,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
4,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.873' W -90˚06.523',25.1,3.29,oligohaline,7.72,8.1,3,,4,R2,Fall,2021,0,3,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
4,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.873' W -90˚06.523',25.1,3.29,oligohaline,7.72,8.1,3,,4,R3,Fall,2021,2,0,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
4,R4,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.873' W -90˚06.523',25.1,3.29,oligohaline,7.72,8.1,1,,4,4,Fall,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
5,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.910' W -90˚09.916',25.7,2.41,oligohaline,6.94,7.62,0,,5,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.910' W -90˚09.916',25.7,2.41,oligohaline,6.94,7.62,1,,5,R2,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.910' W -90˚09.916',25.7,2.41,oligohaline,6.94,7.62,1,,5,R3,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R4,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.910' W -90˚09.916',25.7,2.41,oligohaline,6.94,7.62,0,,5,R4,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
6,R1,Fall,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.796' W -90˚02.524',26.5,3.9,oligohaline,7.09,8.01,1,,6,R1,Fall,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R2,Fall,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.796' W -90˚02.524',26.5,3.9,oligohaline,7.09,8.01,1,,6,R2,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.796' W -90˚02.524',26.5,3.9,oligohaline,7.09,8.01,2,,6,R3,Fall,2021,2,0,0,0,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R4,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.796' W -90˚02.524',26.5,3.9,oligohaline,7.09,8.01,1,,6,R4,Fall,2021,1,0,0,0,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
7,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.829' W -90˚00.577',27.4,4.09,oligohaline,7.46,8.05,0,,7,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.829' W -90˚00.577',27.4,4.09,oligohaline,7.46,8.05,1,,7,R2,Fall,2021,1,0,0,0,0,0,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.829' W -90˚00.577',27.4,4.09,oligohaline,7.46,8.05,1,,7,R3,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R4,Fall,2021,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.829' W -90˚00.577',27.4,4.09,oligohaline,7.46,8.05,4,,7,R4,Fall,2021,0,0,0,0,0,4,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
8,R1,Fall,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.806' W -89˚54.599',27,23.13,polyhaline,7.4,8.43,3,,8,R1,Fall,2021,2,1,0,0,0,0,0,0,0,0,0,0,1,1.34263434,0.924597,97.73277001
8,R2,Fall,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.806' W -89˚54.599',27,23.13,polyhaline,7.4,8.43,2,,8,R2,Fall,2021,1,1,0,0,0,0,0,0,0,0,0,0,1,1.34263434,0.924597,97.73277001
8,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.806' W -89˚54.599',27,23.13,polyhaline,7.4,8.43,0,,8,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1.34263434,0.924597,97.73277001
9,R1,Fall,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚16.079' W -89˚57.442',27,21.62,polyhaline,7.14,8.38,1,,9,R1,Fall,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,1.07258349,0.5332591,98.39410596
9,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,N 29˚16.079' W -89˚57.442',27,21.62,polyhaline,7.14,8.38,9,,9,R2,Fall,2021,0,6,1,0,0,0,2,0,0,0,0,0,1,1.07258349,0.5332591,98.39410596
9,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚16.079' W -89˚57.442',27,21.62,polyhaline,7.14,8.38,1,,9,R3,Fall,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,1.07258349,0.5332591,98.39410596
10,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.776' W -90˚00.999',27.4,18.9,polyhaline,6.22,8.16,0,,10,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
10,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.776' W -90˚00.999',27.4,18.9,polyhaline,6.22,8.16,0,,10,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
10,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.776' W -90˚00.999',27.4,18.9,polyhaline,6.22,8.16,0,,10,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
11,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.268' W -90˚02.661',27,14.81,mesohaline,7.1,8.22,5,,11,R1,Fall,2021,1,3,1,0,0,0,1,0,0,0,0,0,1,21.93301,39.93597,38.13103378
11,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.268' W -90˚02.661',27,14.81,mesohaline,7.1,8.22,1,,11,R2,Fall,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378
11,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.268' W -90˚02.661',27,14.81,mesohaline,7.1,8.22,0,,11,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378
12,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.354',27.1,9.9,mesohaline,6.91,8.12,0,,12,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
