Site,Replicate,Season,Year,Nemertean,Donacidae,Dreissenidae,Mactridae,Mytilidae,Solenidae,Solecurtidae,Pharidae,Tellinidae,Veneridae,Ampharetidae,Bogueidae,Cossuridae,Cirratulidae,Capitellidae,Goniadidae,Hesionidae,Nephtyidae,Nereidae,Onuphidae,Orbiniidae,Phyllodocidae,Pilargidae,Pisionidae,Poecilochaetidae,Sabellaridae,Spionidae,Syllidae,Trochochaetidae,Tubificidae,Cypraeidae,Cochliopidae,Nassariidae,Neritidae,Olividae,Pyramidellidae,Anthuridae,Ancinidae,Leuconidae,Anamixidae,Ampeliscidae,Colomastigidae,Corophidae,Dexaminidae,Gammariidae,Haustoriidae,Ischyroceridae,Lysianassidae,Liljeborgiidae,Megaluropidae,Melitidae,Mysidae,Paguridae,Upogebiidae,Panopeidae,Peneaidae,Portunidae,Nematode,unknown amphipod,unknown decapod,unknown polychaete,Chironimidae,Anisoptera,Bug1,hipporiff,Coordinates (DMM),Temperature,Salinity,Salinity_class,Dissolved Oxygen,pH,abundance,richness,Site,Replicate,Season,Year,DF,SF,DS,H,PA,PR,OM,GC,FC,SC,PI,U,hippogriff,percent_clay,percent_silt,percent_sand
12,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.354',27.1,9.9,mesohaline,6.91,8.12,0,,12,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
12,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.354',27.1,9.9,mesohaline,6.91,8.12,0,,12,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
13,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.399' W -89˚50.433',27,21.54,polyhaline,7.68,8.45,1,,13,R1,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,99.9999102
13,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.399' W -89˚50.433',27,21.54,polyhaline,7.68,8.45,0,,13,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.9999102
13,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.399' W -89˚50.433',27,21.54,polyhaline,7.68,8.45,0,,13,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.9999102
14,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.247' W -89˚50.235',29.6,21.42,polyhaline,7.35,8.36,0,,14,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
14,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.247' W -89˚50.235',29.6,21.42,polyhaline,7.35,8.36,0,,14,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
14,R3,Fall,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.247' W -89˚50.235',29.6,21.42,polyhaline,7.35,8.36,1,,14,R3,Fall,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
15,R1,Fall,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,N 29˚15.301' W -89˚58.598',27.1,21.05,polyhaline,7.13,8.3,3,,15,R1,Fall,2021,0,1,0,0,0,1,0,0,0,0,0,1,1,15.0178421,24.425314,60.55683939
15,R2,Fall,2021,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.301' W -89˚58.598',27.1,21.05,polyhaline,7.13,8.3,4,,15,R2,Fall,2021,0,3,0,0,0,1,0,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
15,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.301' W -89˚58.598',27.1,21.05,polyhaline,7.13,8.3,2,,15,R3,Fall,2021,1,0,0,0,0,0,1,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
1,R1,Spring,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17.2,26.5,polyhaline,,8.43,3,,1,R1,Spring,2022,1,1,0,0,0,0,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R2,Spring,2022,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17.2,26.5,polyhaline,,8.43,14,,1,R2,Spring,2022,9,0,1,0,0,2,2,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R3,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,17.2,26.5,polyhaline,,8.43,7,,1,R3,Spring,2022,3,0,0,0,0,0,3,0,0,0,0,1,1,2.3809358,2.0713162,95.5477968
2,R1,Spring,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17.1,10.26,mesohaline,,8.54,2,,2,R1,Spring,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R2,Spring,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17.1,10.26,mesohaline,,8.54,2,,2,R2,Spring,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R3,Spring,2022,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17.1,10.26,mesohaline,,8.54,2,,2,R3,Spring,2022,0,2,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
3,R1,Spring,2022,0,0,0,7,0,0,0,0,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,15.8,13.96,mesohaline,,8.54,18,,3,R1,Spring,2022,3,15,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R2,Spring,2022,1,0,0,2,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,15.8,13.96,mesohaline,,8.54,16,,3,R2,Spring,2022,7,5,2,0,0,1,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R3,Spring,2022,0,0,0,6,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,15.8,13.96,mesohaline,,8.54,15,,3,R3,Spring,2022,1,11,0,0,0,2,0,0,0,0,0,1,1,17.3749792,29.500928,53.12412292
4,R1,Spring,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,8.3,1.849,oligohaline,,8.25,23,,4,R1,Spring,2022,5,18,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
4,R2,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,8.3,1.849,oligohaline,,8.25,15,,4,R2,Spring,2022,2,13,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
4,R3,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,8.3,1.849,oligohaline,,8.25,10,,4,R3,Spring,2022,2,8,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
5,R1,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,11.3,0,oligohaline,,8.39,0,,5,R1,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R2,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,11.3,0,oligohaline,,8.39,0,,5,R2,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R3,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,11.3,0,oligohaline,,8.39,0,,5,R3,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
6,R1,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,15,0,oligohaline,,8.37,0,,6,R1,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R2,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,15,0,oligohaline,,8.37,1,,6,R2,Spring,2022,0,0,0,0,0,1,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R3,Spring,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,15,0,oligohaline,,8.37,3,,6,R3,Spring,2022,0,1,0,0,0,2,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
7,R1,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,14.7,6.663,mesohaline,,8.44,2,,7,R1,Spring,2022,1,0,0,0,0,1,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R2,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,14.7,6.663,mesohaline,,8.44,2,,7,R2,Spring,2022,1,0,0,0,0,1,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R3,Spring,2022,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,14.7,6.663,mesohaline,,8.44,9,,7,R3,Spring,2022,3,4,0,0,0,2,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
8,R1,Spring,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,15.9,23.5,polyhaline,,8.46,4,,8,R1,Spring,2022,1,1,0,0,0,0,0,0,0,0,0,2,1,1.34263434,0.924597,97.73277001
8,R2,Spring,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,15.9,23.5,polyhaline,,8.46,5,,8,R2,Spring,2022,1,1,0,0,0,3,0,0,0,0,0,0,1,1.34263434,0.924597,97.73277001
8,R3,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,15.9,23.5,polyhaline,,8.46,2,,8,R3,Spring,2022,0,2,0,0,0,0,0,0,0,0,0,0,1,1.34263434,0.924597,97.73277001
9,R1,Spring,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,14.4,21.5,polyhaline,,8.56,5,,9,R1,Spring,2022,0,2,1,0,0,1,2,0,0,0,0,1,1,1.07258349,0.5332591,98.39410596
9,R2,Spring,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,14.4,21.5,polyhaline,,8.56,2,,9,R2,Spring,2022,0,1,0,0,0,0,1,0,0,0,0,0,1,1.07258349,0.5332591,98.39410596
9,R3,Spring,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,14.4,21.5,polyhaline,,8.56,6,,9,R3,Spring,2022,1,3,0,0,0,1,0,0,0,0,0,0,1,1.07258349,0.5332591,98.39410596
10,R1,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16.8,19,polyhaline,,8.71,5,,10,R1,Spring,2022,1,2,2,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
10,R2,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16.8,19,polyhaline,,8.71,1,,10,R2,Spring,2022,1,0,0,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
10,R3,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16.8,19,polyhaline,,8.71,1,,10,R3,Spring,2022,1,0,0,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
11,R1,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16.1,19.5,polyhaline,,8.68,7,,11,R1,Spring,2022,5,2,0,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378
11,R2,Spring,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16.1,19.5,polyhaline,,8.68,1,,11,R2,Spring,2022,0,1,0,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378
11,R3,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,16.1,19.5,polyhaline,,8.68,4,,11,R3,Spring,2022,1,1,1,0,0,0,1,0,0,0,0,0,1,21.93301,39.93597,38.13103378
12,R1,Spring,2022,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17.2,15,mesohaline,,8.42,5,,12,R1,Spring,2022,0,4,1,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
12,R2,Spring,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17.2,15,mesohaline,,8.42,1,,12,R2,Spring,2022,0,1,0,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
12,R3,Spring,2022,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17.2,15,mesohaline,,8.42,3,,12,R3,Spring,2022,0,2,4,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
13,R1,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17,24.5,polyhaline,,8.53,1,,13,R1,Spring,2022,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,99.9999102
13,R2,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17,24.5,polyhaline,,8.53,0,,13,R2,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.9999102
13,R3,Spring,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,17,24.5,polyhaline,,8.53,5,,13,R3,Spring,2022,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,99.9999102
14,R1,Spring,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,16.7,24.5,polyhaline,,8.53,13,,14,R1,Spring,2022,1,6,1,0,0,3,0,0,0,0,0,1,1,12.0239185,20.779487,67.19659609
14,R2,Spring,2022,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,16.7,24.5,polyhaline,,8.53,17,,14,R2,Spring,2022,2,10,1,0,0,3,0,0,0,0,0,1,1,12.0239185,20.779487,67.19659609
14,R3,Spring,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,16.7,24.5,polyhaline,,8.53,5,,14,R3,Spring,2022,2,0,0,0,0,2,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
15,R1,Spring,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,14.8,24,polyhaline,,8.47,4,,15,R1,Spring,2022,0,1,1,0,0,0,2,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
15,R2,Spring,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,14.8,24,polyhaline,,8.47,6,,15,R2,Spring,2022,2,0,0,0,0,4,1,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
15,R3,Spring,2022,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,14.8,24,polyhaline,,8.47,10,,15,R3,Spring,2022,6,1,1,0,0,2,0,0,0,0,0,0,1,15.0178421,24.425314,60.55683939